Full_Address,Place_type,source_centroid,source_lon,source_lat
"166 Main Street, Greenville, Pennsylvania 16125",FDIC_Insured_Banks,POINT (-79.98722099999991 40.4287330000001),-79.987221,40.428733
"166 Main Street, Greenville, Pennsylvania 16125",FDIC_Insured_Banks,POINT (-79.8312769999999 41.399009),-79.831277,41.399009
"Second At Liberty, Warren, Pennsylvania 16365",FDIC_Insured_Banks,POINT (-78.23747299999989 41.5115680000001),-78.237473,41.511568
"20 South Main Street, Chambersburg, Pennsylvania 17201",FDIC_Insured_Banks,POINT (-77.55851799999991 39.844232),-77.558518,39.844232
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-75.2918439999999 40.848305),-75.291844,40.848305
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-75.1834099999999 41.4764240000001),-75.18341,41.476424
"166 Main Street, Greenville, Pennsylvania 16125",FDIC_Insured_Banks,POINT (-78.39545699999989 40.4285960000001),-78.395457,40.428596
"One M And T Plaza, Buffalo, New York 14203",FDIC_Insured_Banks,POINT (-76.8554689999999 41.019439),-76.855469,41.019439
"824 North Market Street, Suite 100, Wilmington, Delaware 19801",FDIC_Insured_Banks,POINT (-76.78621799999991 41.204978),-76.786218,41.204978
"One Logan Square, Philadelphia, Pennsylvania 19103",FDIC_Insured_Banks,POINT (-80.08149899999999 42.1237810000001),-80.081499,42.123781
"50 West Main Street, Franklin, North Carolina 28734",FDIC_Insured_Banks,POINT (-81.86026799999991 35.1508600000001),-81.860268,35.15086
"101 North Main Street, Mullins, South Carolina 29574",FDIC_Insured_Banks,POINT (-79.25460199999991 34.2057160000001),-79.254602,34.205716
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-81.0866029999999 34.38077),-81.086603,34.38077
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-80.8478079999999 32.6900140000001),-80.847808,32.690014
"204 S. Main Ave, Wagner, South Dakota 57380",FDIC_Insured_Banks,POINT (-98.2934639999999 43.0797580000001),-98.293464,43.079758
"211 North Broadway, Marion, South Dakota 57043",FDIC_Insured_Banks,POINT (-97.5268869999999 44.0097220000001),-97.526887,44.009722
"211 North Broadway, Marion, South Dakota 57043",FDIC_Insured_Banks,POINT (-97.2606489999999 43.4231250000001),-97.260649,43.423125
"221 Main Street, Stickney, South Dakota 57375",FDIC_Insured_Banks,POINT (-97.7184309999999 44.1712470000001),-97.718431,44.171247
"110 North Minnesota Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-96.5888919999999 43.3008390000001),-96.588892,43.300839
"7 East Highway 12, Groton, South Dakota 57445",FDIC_Insured_Banks,POINT (-97.8304779999999 45.6025670000001),-97.830478,45.602567
"307 E Hustan Ave, Fort Pierre, South Dakota 57532",FDIC_Insured_Banks,POINT (-103.777101 44.3521640000001),-103.777101,44.352164
"214 S Main St., Lennox, South Dakota 57039",FDIC_Insured_Banks,POINT (-96.8917379999999 43.3540720000001),-96.891738,43.354072
"307 E Hustan Ave, Fort Pierre, South Dakota 57532",FDIC_Insured_Banks,POINT (-100.81073487 45.81344891),-100.81073487,45.81344891
"401 Maple St, Summit, South Dakota 57266",FDIC_Insured_Banks,POINT (-97.0363609999999 45.3042080000001),-97.036361,45.304208
"One Mississippi Plaza, Tupelo, Mississippi 38804",FDIC_Insured_Banks,POINT (-89.64474199999999 35.574123),-89.644742,35.574123
"One Mississippi Plaza, Tupelo, Mississippi 38804",FDIC_Insured_Banks,POINT (-88.8167099999999 35.6142980000001),-88.81671,35.614298
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-83.2859769999999 36.1085380000001),-83.285977,36.108538
"50 Franklin Street, Clarksville, Tennessee 37040",FDIC_Insured_Banks,POINT (-87.36087599999991 36.5271440000001),-87.360876,36.527144
"102 W Front, Arp, Texas 75750",FDIC_Insured_Banks,POINT (-95.05964899999989 32.2257640000001),-95.059649,32.225764
"200 East Commerce Street, Jacksonville, Texas 75766",FDIC_Insured_Banks,POINT (-95.5060389999999 32.0501820000001),-95.506039,32.050182
"1850 Pearland Parkway, Pearland, Texas 77581",FDIC_Insured_Banks,POINT (-97.7649909999999 29.268602),-97.764991,29.268602
"100 North Mckinney Street, Rice, Texas 75155",FDIC_Insured_Banks,POINT (-96.4971689999999 32.2449250000001),-96.497169,32.244925
"1301 North Mechanic Street, El Campo, Texas 77437",FDIC_Insured_Banks,POINT (-94.8881269999999 30.0452040000001),-94.888127,30.045204
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-97.0182209999999 33.0426160000001),-97.018221,33.042616
"200 East Nopal Street, Uvalde, Texas 78801",FDIC_Insured_Banks,POINT (-99.7845489999999 29.211777),-99.784549,29.211777
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-82.1307469999999 36.632168),-82.130747,36.632168
"189 Main Street, New Castle, Virginia 24127",FDIC_Insured_Banks,POINT (-80.1093459999999 37.503431),-80.109346,37.503431
"303 Peachtreet Street, Northeast, Atlanta, Georgia 30308",FDIC_Insured_Banks,POINT (-76.7059559999999 37.2724380000001),-76.705956,37.272438
"10900 Nuckols Road, Suite 325, Glen Allen, Virginia 23060",FDIC_Insured_Banks,POINT (-77.0942619999999 37.0360380000001),-77.094262,37.036038
"1051 East Cary Street, Suite 1200, Richmond, Virginia 23219",FDIC_Insured_Banks,POINT (-76.75741099999991 37.9584360000001),-76.757411,37.958436
"11185 Main Street, Fairfax, Virginia 22030",FDIC_Insured_Banks,POINT (-81.1882419999999 37.7778450000001),-81.188242,37.777845
"One Bank Plaza, Wheeling, West Virginia 26003",FDIC_Insured_Banks,POINT (-81.7623159999999 38.950542),-81.762316,38.950542
"One Bank Plaza, Wheeling, West Virginia 26003",FDIC_Insured_Banks,POINT (-80.5473759999999 40.408532),-80.547376,40.408532
"105 E Washington Street, Shepherdstown, West Virginia 25443",FDIC_Insured_Banks,POINT (-77.80573199999991 39.4288070000001),-77.805732,39.428807
"2 W. Main Street, Wardensville, West Virginia 26851",FDIC_Insured_Banks,POINT (-78.5949649999999 39.0764700000001),-78.594965,39.07647
"100 Market Street, Carmichaels, Pennsylvania 15320",FDIC_Insured_Banks,POINT (-80.69876599999991 40.1182470000001),-80.698766,40.118247
"239 Fayetteville Street, Raleigh, North Carolina 27601",FDIC_Insured_Banks,POINT (-80.30023199999989 37.7942580000001),-80.300232,37.794258
"86 East Water Street, Markesan, Wisconsin 53946",FDIC_Insured_Banks,POINT (-88.9865309999999 43.7065020000001),-88.986531,43.706502
"111 West Monroe Street, Chicago, Illinois 60603",FDIC_Insured_Banks,POINT (-88.0215229999999 44.5162660000001),-88.021523,44.516266
"70 North Main Street, Fort Atkinson, Wisconsin 53538",FDIC_Insured_Banks,POINT (-88.8059539999999 43.0030370000001),-88.805954,43.003037
"W61 N529 Washington Avenue, Cedarburg, Wisconsin 53012",FDIC_Insured_Banks,POINT (-87.9866329999999 43.2941750000001),-87.986633,43.294175
"130 South Main Street, Fond Du Lac, Wisconsin 54935",FDIC_Insured_Banks,POINT (-88.0180339999999 43.832659),-88.018034,43.832659
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-88.40416399999989 43.0597090000001),-88.404164,43.059709
"403 West 8th Street, Monroe, Wisconsin 53566",FDIC_Insured_Banks,POINT (-89.66193199999989 42.6035770000001),-89.661932,42.603577
"1155 County Road D, Almond, Wisconsin 54909",FDIC_Insured_Banks,POINT (-89.4106479999999 44.2583860000001),-89.410648,44.258386
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-88.8369789999999 43.4570190000001),-88.836979,43.457019
"112 East Main Street, New Auburn, Wisconsin 54757",FDIC_Insured_Banks,POINT (-91.56084199999989 45.2039370000001),-91.560842,45.203937
"16 South Main Street, Rice Lake, Wisconsin 54868",FDIC_Insured_Banks,POINT (-91.9815269999999 45.237103),-91.981527,45.237103
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-78.59026899999991 36.3110490000001),-78.590269,36.311049
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-89.64936999999991 39.800483),-89.64937,39.800483
"4811 U.S. Route 5, Derby, Vermont 05829",FDIC_Insured_Banks,POINT (-71.8036919999999 44.78583),-71.803692,44.78583
"19 Public Square, Andover, Ohio 44003",FDIC_Insured_Banks,POINT (-80.3647209999999 41.8908930000001),-80.364721,41.890893
"111 West Monroe Street, Chicago, Illinois 60603",FDIC_Insured_Banks,POINT (-90.8834699999999 46.5913530000001),-90.88347,46.591353
"8750 West Bryn Mawr Avenue Suite 1300, Chicago, Illinois 60631",FDIC_Insured_Banks,POINT (-88.6865449999999 41.9887330000001),-88.686545,41.988733
"1000 Walnut Street, Kansas City, Missouri 64106",FDIC_Insured_Banks,POINT (-94.4430279999999 39.2457250000001),-94.443028,39.245725
"515 Franklin Street, Michigan City, Indiana 46360",FDIC_Insured_Banks,POINT (-87.24896199999991 40.2941050000001),-87.248962,40.294105
"130 South Main Street, Fond Du Lac, Wisconsin 54935",FDIC_Insured_Banks,POINT (-88.4470189999999 43.7750910000001),-88.447019,43.775091
"101 West Main Street, West Union, West Virginia 26456",FDIC_Insured_Banks,POINT (-80.7757069999999 39.2953460000001),-80.775707,39.295346
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-73.8984529999999 40.9333040000001),-73.898453,40.933304
"520 Gervais Street, Columbia, South Carolina 29201",FDIC_Insured_Banks,POINT (-83.7562609999999 34.9478320000001),-83.756261,34.947832
"6365 Highway 84, Patterson, Georgia 31557",FDIC_Insured_Banks,POINT (-82.14441599999989 31.3835940000001),-82.144416,31.383594
"302 South Main Street, Fitzgerald, Georgia 31750",FDIC_Insured_Banks,POINT (-83.4704219999999 31.9504460000001),-83.470422,31.950446
"12855 Broad Street, Sparta, Georgia 31087",FDIC_Insured_Banks,POINT (-82.97186599999991 33.2761180000001),-82.971866,33.276118
"217 North Monroe Street, Tallahassee, Florida 32301",FDIC_Insured_Banks,POINT (-82.9128369999999 32.5378940000001),-82.912837,32.537894
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-84.2344209999999 32.0733280000001),-84.234421,32.073328
"1475 West Peachtree Street, Ne, Suite 200, Atlanta, Georgia 30309",FDIC_Insured_Banks,POINT (-85.2560719999999 34.0112010000001),-85.256072,34.011201
"1111 Bay Avenue, Columbus, Georgia 31901",FDIC_Insured_Banks,POINT (-83.8873319999999 32.5591880000001),-83.887332,32.559188
"21 North Harney Street, Camilla, Georgia 31730",FDIC_Insured_Banks,POINT (-84.2086589999999 31.2318010000001),-84.208659,31.231801
"1111 Bay Avenue, Columbus, Georgia 31901",FDIC_Insured_Banks,POINT (-83.2743719999999 30.882684),-83.274372,30.882684
"103 East Bank Street, Irwinton, Georgia 31042",FDIC_Insured_Banks,POINT (-83.1719999999999 32.8125890000001),-83.172,32.812589
"101 West Main Street, Colfax, Illinois 61728",FDIC_Insured_Banks,POINT (-88.61628499999991 40.5670230000001),-88.616285,40.567023
"205 Lincoln St, Emden, Illinois 62635",FDIC_Insured_Banks,POINT (-89.4856929999999 40.2995050000001),-89.485693,40.299505
"227 W Main St, Reynolds, Illinois 61279",FDIC_Insured_Banks,POINT (-90.6700119999999 41.3296780000001),-90.670012,41.329678
"100 West University Avenue, Champaign, Illinois 61820",FDIC_Insured_Banks,POINT (-88.7952039999999 39.4066530000001),-88.795204,39.406653
"401 North Hershey Road, Bloomington, Illinois 61702",FDIC_Insured_Banks,POINT (-88.68262899999991 41.6331500000001),-88.682629,41.63315
"401 North Madison Street, Litchfield, Illinois 62056",FDIC_Insured_Banks,POINT (-89.6515569999999 39.4424870000001),-89.651557,39.442487
"401 North Hershey Road, Bloomington, Illinois 61702",FDIC_Insured_Banks,POINT (-87.8986519999999 41.8089110000001),-87.898652,41.808911
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-87.36550799999991 41.4168240000001),-87.365508,41.416824
"92 Walnut Street, Lawrenceburg, Indiana 47025",FDIC_Insured_Banks,POINT (-85.28921699999999 39.1253610000001),-85.289217,39.125361
"255 East Fifth Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-85.01058399999989 39.4308760000001),-85.010584,39.430876
"255 East Fifth Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-86.0545619999999 38.884797),-86.054562,38.884797
"255 East Fifth Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-85.92478199999989 39.2010650000001),-85.924782,39.201065
"8912 N Ushwy 421, Napoleon, Indiana 47034",FDIC_Insured_Banks,POINT (-85.3305959999999 39.20448),-85.330596,39.20448
"332 1st Avenue West, Cascade, Iowa 52033",FDIC_Insured_Banks,POINT (-91.0159119999999 42.2982160000001),-91.015912,42.298216
"600 Lake Avenue, Storm Lake, Iowa 50588",FDIC_Insured_Banks,POINT (-95.5514719999999 42.7496420000001),-95.551472,42.749642
"509 Lynn St, Tipton, Iowa 52772",FDIC_Insured_Banks,POINT (-91.1298289999999 41.7708910000001),-91.129829,41.770891
"400 Central Ave East, Hampton, Iowa 50441",FDIC_Insured_Banks,POINT (-93.5012719999999 42.6565120000001),-93.501272,42.656512
"East 5th And Lake Avenue, Storm Lake, Iowa 50588",FDIC_Insured_Banks,POINT (-95.1552425699999 42.4651818400001),-95.15524257,42.46518184
"900 Washington Street, Pella, Iowa 50219",FDIC_Insured_Banks,POINT (-92.9202709999999 41.4081180000001),-92.920271,41.408118
"131 Main Street, Hills, Iowa 52235",FDIC_Insured_Banks,POINT (-91.6664509999999 41.9772850000001),-91.666451,41.977285
"309 Mckinley Avenue, Lowden, Iowa 52255",FDIC_Insured_Banks,POINT (-90.9282589999999 41.858031),-90.928259,41.858031
"502 Eighth Avenue, Durant, Iowa 52747",FDIC_Insured_Banks,POINT (-90.9084449999999 41.600601),-90.908445,41.600601
"611 Second Street, Traer, Iowa 50675",FDIC_Insured_Banks,POINT (-92.46458199999999 42.1933420000001),-92.464582,42.193342
"1831 Second Street, Coralville, Iowa 52241",FDIC_Insured_Banks,POINT (-91.5903689999999 41.6789560000001),-91.590369,41.678956
"215 East Main Street, Anamosa, Iowa 52205",FDIC_Insured_Banks,POINT (-91.28414099999991 42.1082470000001),-91.284141,42.108247
"502 Eighth Avenue, Durant, Iowa 52747",FDIC_Insured_Banks,POINT (-90.9739389999999 41.7397930000001),-90.973939,41.739793
"109 North Madison Street, Bloomfield, Iowa 52537",FDIC_Insured_Banks,POINT (-92.41511800000001 40.7524110000001),-92.415118,40.752411
"5 East Call Street, Algona, Iowa 50511",FDIC_Insured_Banks,POINT (-93.9922329999999 43.0882670000001),-93.992233,43.088267
"1150 Jordan Creek Parkway, West Des Moines, Iowa 50266",FDIC_Insured_Banks,POINT (-94.21482999999991 42.7210820000001),-94.21483,42.721082
"301 Iowa Avenue, Muscatine, Iowa 52761",FDIC_Insured_Banks,POINT (-91.7072809999999 41.2956980000001),-91.707281,41.295698
"104 Main Street, Collins, Iowa 50055",FDIC_Insured_Banks,POINT (-93.3049109999999 41.9003170000001),-93.304911,41.900317
"101 East Broadway Street, Mayfield, Kentucky 42066",FDIC_Insured_Banks,POINT (-87.7973409999999 36.8669140000001),-87.797341,36.866914
"125 West Main St, Frankfort, Kentucky 40601",FDIC_Insured_Banks,POINT (-84.55788799999991 38.2098050000001),-84.557888,38.209805
"208 East Main Street, Grayson, Kentucky 41143",FDIC_Insured_Banks,POINT (-82.9464959999999 38.3321770000001),-82.946496,38.332177
"38 Fountain Square Plaza, Cincinnati, Ohio 45263",FDIC_Insured_Banks,POINT (-87.49921499999989 37.3262240000001),-87.499215,37.326224
"114 East Jackson Street, Clinton, Kentucky 42031",FDIC_Insured_Banks,POINT (-88.8851429999999 37.0816270000001),-88.885143,37.081627
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-84.49494299999991 38.0445440000001),-84.494943,38.044544
"331 Main Street, Munfordville, Kentucky 42765",FDIC_Insured_Banks,POINT (-85.8915359999999 37.272226),-85.891536,37.272226
"4350 Brownsboro Road, Suite 310, Louisville, Kentucky 40207",FDIC_Insured_Banks,POINT (-85.6545779999999 38.2696450000001),-85.654578,38.269645
"1111 Polaris Parkway, Columbus, Ohio 43240",FDIC_Insured_Banks,POINT (-85.6700239999999 42.9673530000001),-85.670024,42.967353
"4200 E. Beltline Avenue Ne, Grand Rapids, Michigan 49525",FDIC_Insured_Banks,POINT (-85.7748319999999 43.550147),-85.774832,43.550147
"242 North Michigan, Shelby, Michigan 49455",FDIC_Insured_Banks,POINT (-86.36391999999999 43.612716),-86.36392,43.612716
"950 North Highway 95, Bayport, Minnesota 55003",FDIC_Insured_Banks,POINT (-92.7838579999999 45.0267690000001),-92.783858,45.026769
"580 Main Street, Holdingford, Minnesota 56340",FDIC_Insured_Banks,POINT (-94.4756519999999 45.7301790000001),-94.475652,45.730179
"1415 Wayzata Boulevard East, Wayzata, Minnesota 55391",FDIC_Insured_Banks,POINT (-93.23397199999989 45.4988260000001),-93.233972,45.498826
"102 W. Main Street, Le Roy, Minnesota 55951",FDIC_Insured_Banks,POINT (-92.5040359999999 43.5097040000001),-92.504036,43.509704
"120 Judd Street, Marine On St. Croix, Minnesota 55047",FDIC_Insured_Banks,POINT (-92.7694299999999 45.198181),-92.76943,45.198181
"131 12th Street South, Sauk Centre, Minnesota 56378",FDIC_Insured_Banks,POINT (-94.86563199999991 45.9630480000001),-94.865632,45.963048
"80 Main Street N, Pierz, Minnesota 56364",FDIC_Insured_Banks,POINT (-94.1042569999999 45.9792530000001),-94.104257,45.979253
"301 Chestnut Street, Chaska, Minnesota 55318",FDIC_Insured_Banks,POINT (-93.4298119999999 44.7083920000001),-93.429812,44.708392
"118 Main Avenue South, Roseau, Minnesota 56751",FDIC_Insured_Banks,POINT (-95.7628279999999 48.8459900000001),-95.762828,48.84599
"920 4th Street South, Cannon Falls, Minnesota 55009",FDIC_Insured_Banks,POINT (-92.9055129999999 44.5165680000001),-92.905513,44.516568
"12500 Sherburne Avenue, Becker, Minnesota 55308",FDIC_Insured_Banks,POINT (-93.87042700000001 45.389549),-93.870427,45.389549
"24 2nd Street South, Long Prairie, Minnesota 56347",FDIC_Insured_Banks,POINT (-94.4506839999999 45.6094900000001),-94.450684,45.60949
"116 Central Street West, Lonsdale, Minnesota 55046",FDIC_Insured_Banks,POINT (-94.72076799999989 44.5277730000001),-94.720768,44.527773
"100 4th Avenue S.E., Plainview, Minnesota 55964",FDIC_Insured_Banks,POINT (-91.9382099999999 44.0771130000001),-91.93821,44.077113
"110 Main St, Underwood, Minnesota 56586",FDIC_Insured_Banks,POINT (-95.8713809999999 46.2851610000001),-95.871381,46.285161
"701 East Howard Street, Hibbing, Minnesota 55746",FDIC_Insured_Banks,POINT (-92.9337159999999 47.4275680000001),-92.933716,47.427568
"1011 Atlantic Ave, Kerkhoven, Minnesota 56252",FDIC_Insured_Banks,POINT (-95.3164009999999 45.1910260000001),-95.316401,45.191026
"109 Park Ave W, Hollandale, Minnesota 56045",FDIC_Insured_Banks,POINT (-93.2052409999999 43.761107),-93.205241,43.761107
"321 Washburn Avenue, Belgrade, Minnesota 56312",FDIC_Insured_Banks,POINT (-95.0042909999999 45.4541280000001),-95.004291,45.454128
"100-106 East Third Street, Winona, Minnesota 55987",FDIC_Insured_Banks,POINT (-91.1800749999999 43.880074),-91.180075,43.880074
"101 N. Phillips Avenue, Sioux Falls, South Dakota 57104",FDIC_Insured_Banks,POINT (-92.8281699999999 45.0369000000001),-92.82817,45.0369
"101 West Lake Street, Chisholm, Minnesota 55719",FDIC_Insured_Banks,POINT (-92.6888299999999 47.8526400000001),-92.68883,47.85264
"815 East Depue, Olivia, Minnesota 56277",FDIC_Insured_Banks,POINT (-94.9890129999999 44.7754620000001),-94.989013,44.775462
"121 East Main Street, Elysian, Minnesota 56028",FDIC_Insured_Banks,POINT (-93.67594199999991 44.1986770000001),-93.675942,44.198677
"300 2nd Avenue, Halstad, Minnesota 56548",FDIC_Insured_Banks,POINT (-96.2805169999999 47.534252),-96.280517,47.534252
"283 Main Street, Gonvick, Minnesota 56644",FDIC_Insured_Banks,POINT (-95.51212199999991 47.7372790000001),-95.512122,47.737279
"4625 County Highway 101, Minnetonka, Minnesota 55345",FDIC_Insured_Banks,POINT (-94.3692709999999 44.888269),-94.369271,44.888269
"508 Third Street, Prinsburg, Minnesota 56281",FDIC_Insured_Banks,POINT (-95.1918329999999 44.9395000000001),-95.191833,44.9395
"520 6th Street, Brookings, South Dakota 57006",FDIC_Insured_Banks,POINT (-93.22196099999989 45.572686),-93.221961,45.572686
"103 Mill Street, Pine River, Minnesota 56474",FDIC_Insured_Banks,POINT (-94.4048759999999 46.7169140000001),-94.404876,46.716914
"180 Montgomery Street, San Francisco, California 94104",FDIC_Insured_Banks,POINT (-91.4966459999999 43.6335760000001),-91.496646,43.633576
"1901 Sahlstrom Drive, Crookston, Minnesota 56716",FDIC_Insured_Banks,POINT (-96.6095769999999 47.7901780000001),-96.609577,47.790178
"100 East Main Street, Cyrus, Minnesota 56323",FDIC_Insured_Banks,POINT (-95.7379499999999 45.614625),-95.73795,45.614625
"1300 Babcock Boulevard East, Delano, Minnesota 55328",FDIC_Insured_Banks,POINT (-93.7709709999999 45.035649),-93.770971,45.035649
"310 Gabrielson Rd, Luverne, Minnesota 56156",FDIC_Insured_Banks,POINT (-96.0182239999999 43.5184790000001),-96.018224,43.518479
"104 East Whited Street, Jeffers, Minnesota 56145",FDIC_Insured_Banks,POINT (-95.19640699999989 44.0559810000001),-95.196407,44.055981
"225 East Main Street, Lewiston, Minnesota 55952",FDIC_Insured_Banks,POINT (-91.8662919999999 43.9842310000001),-91.866292,43.984231
"400 Florence Avenue, Lowry, Minnesota 56349",FDIC_Insured_Banks,POINT (-95.5180269999999 45.705564),-95.518027,45.705564
"8990 West Dodge Road, Omaha, Nebraska 68114",FDIC_Insured_Banks,POINT (-93.1283219999999 44.9558370000001),-93.128322,44.955837
"102 S Main Ave, Grygla, Minnesota 56727",FDIC_Insured_Banks,POINT (-96.01052299999991 47.667335),-96.010523,47.667335
"190 Second Avenue S.W., Milaca, Minnesota 56353",FDIC_Insured_Banks,POINT (-93.46689499999989 46.1381230000001),-93.466895,46.138123
"55 First Street Northwest, Clara City, Minnesota 56222",FDIC_Insured_Banks,POINT (-94.07273099999991 45.0607220000001),-94.072731,45.060722
"4040 42nd Street South, Fargo, North Dakota 58104",FDIC_Insured_Banks,POINT (-95.3854979999999 45.8606280000001),-95.385498,45.860628
"111 West Main Street, Cottonwood, Minnesota 56229",FDIC_Insured_Banks,POINT (-95.6741609999999 44.6087920000001),-95.674161,44.608792
"116 Central Street West, Lonsdale, Minnesota 55046",FDIC_Insured_Banks,POINT (-93.9123779999999 45.6659290000001),-93.912378,45.665929
"425 Walnut Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-93.2166319999999 45.067592),-93.216632,45.067592
"101 Central Avenue South, Geneva, Minnesota 56035",FDIC_Insured_Banks,POINT (-93.2676529999999 43.823333),-93.267653,43.823333
"107 E Main St., Vermillion, Minnesota 55085",FDIC_Insured_Banks,POINT (-92.9650019999999 44.6735410000001),-92.965002,44.673541
"102 Main Street South, Hutchinson, Minnesota 55350",FDIC_Insured_Banks,POINT (-94.3692709999999 44.8909190000001),-94.369271,44.890919
"100 North Tryon St, Charlotte, North Carolina 28202",FDIC_Insured_Banks,POINT (-74.38821399999991 40.4336490000001),-74.388214,40.433649
"2035 Limestone Road, Wilmington, Delaware 19808",FDIC_Insured_Banks,POINT (-74.2442909999999 40.765699),-74.244291,40.765699
"503 Briggs Avenue South, Park River, North Dakota 58270",FDIC_Insured_Banks,POINT (-98.0750909999999 48.4224630000001),-98.075091,48.422463
"609 Main Street, Hebron, North Dakota 58638",FDIC_Insured_Banks,POINT (-102.789691 46.90662),-102.789691,46.90662
"44 Main Street West, Mayville, North Dakota 58257",FDIC_Insured_Banks,POINT (-97.32692399999991 47.50003),-97.326924,47.50003
"401 Demers Avenue, Grand Forks, North Dakota 58201",FDIC_Insured_Banks,POINT (-97.5676319999999 47.7342370000001),-97.567632,47.734237
"180 Montgomery Street, San Francisco, California 94104",FDIC_Insured_Banks,POINT (-104.006227 46.9145760000001),-104.006227,46.914576
"410 Terrell Ave, Golva, North Dakota 58632",FDIC_Insured_Banks,POINT (-103.983466 46.735533),-103.983466,46.735533
"401 Demers Avenue, Grand Forks, North Dakota 58201",FDIC_Insured_Banks,POINT (-96.8819509999999 46.8619820000001),-96.881951,46.861982
"503 Briggs Avenue South, Park River, North Dakota 58270",FDIC_Insured_Banks,POINT (-98.1159199999999 48.161299),-98.11592,48.161299
"100 North Main Street, Watford City, North Dakota 58854",FDIC_Insured_Banks,POINT (-103.28306 47.80143),-103.28306,47.80143
"105 Central Avenue South, Leeds, North Dakota 58346",FDIC_Insured_Banks,POINT (-99.44111699999991 48.2898300000001),-99.441117,48.28983
"101 N. Main, Velva, North Dakota 58790",FDIC_Insured_Banks,POINT (-100.930426 48.0546980000001),-100.930426,48.054698
"22 East Fourth Street, Williston, North Dakota 58801",FDIC_Insured_Banks,POINT (-103.165902 48.3423570000001),-103.165902,48.342357
"100 East Main Street, Beulah, North Dakota 58523",FDIC_Insured_Banks,POINT (-101.777834 47.2635020000001),-101.777834,47.263502
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-81.51874599999989 41.0819480000001),-81.518746,41.081948
"8034 Main Street, Old Fort, Ohio 44861",FDIC_Insured_Banks,POINT (-83.1495479999999 41.2404500000001),-83.149548,41.24045
"17 South High Street, Columbus, Ohio 43216",FDIC_Insured_Banks,POINT (-84.74804499999991 41.4490010000001),-84.748045,41.449001
"201 South Fourth Street, Martins Ferry, Ohio 43935",FDIC_Insured_Banks,POINT (-81.52778499999989 40.598509),-81.527785,40.598509
"501 Fifth Street, Beverly, Ohio 45715",FDIC_Insured_Banks,POINT (-81.63087399999991 39.5488570000001),-81.630874,39.548857
"One South Second Street, Clearfield, Pennsylvania 16830",FDIC_Insured_Banks,POINT (-82.9762639999999 40.808569),-82.976264,40.808569
"553 Chamber Drive, Milford, Ohio 45150",FDIC_Insured_Banks,POINT (-84.0967289999999 38.8386570000001),-84.096729,38.838657
"255 East Fifth Street, Cincinnati, Ohio 45202",FDIC_Insured_Banks,POINT (-84.7793259999999 40.415017),-84.779326,40.415017
"401 Clinton Street, Defiance, Ohio 43512",FDIC_Insured_Banks,POINT (-84.55347499999991 41.6791700000001),-84.553475,41.67917
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-83.5354939999999 41.651644),-83.535494,41.651644
"430 North Street, Caldwell, Ohio 43724",FDIC_Insured_Banks,POINT (-81.5164409999999 39.7477680000001),-81.516441,39.747768
"17 South High Street, Columbus, Ohio 43216",FDIC_Insured_Banks,POINT (-81.47886799999991 40.5206350000001),-81.478868,40.520635
"222 Delaware Avenue, Wilmington, Delaware 19899",FDIC_Insured_Banks,POINT (-79.1514089999999 40.6229670000001),-79.151409,40.622967
"One Logan Square, Philadelphia, Pennsylvania 19103",FDIC_Insured_Banks,POINT (-75.9945309999999 40.958825),-75.994531,40.958825
"200 W 2nd St, Winston Salem, North Carolina 27101",FDIC_Insured_Banks,POINT (-82.3269649999999 36.532834),-82.326965,36.532834
